definition,preferred_spelling,phonetic_spelling,alt_phon_spell,kanji_spelling,word_class_code,conjugation_kind_code,transitivity,jlpt_level,lesson_codes,tags,id,row_num,date_added
to call (on phone),電話する,でんわする,,電話する,VERB,SURU_VERB,,,{GENKI3_L06},,1e870393-7556-4275-b53f-e150b3e33c86,587,2022-11-07
to bring (a person),連れてくる,つれてくる,,連れて来る,VERB,KURU_VERB,,,{GENKI3_L06},,dad99237-3191-4473-9e44-77182e802cbb,588,2022-11-07
to bring (a thing); to fetch,持ってくる,もってくる,,持って来る,VERB,KURU_VERB,,,{GENKI3_L06},,21491bc9-9f26-4a59-aaee-4b752fa458f7,589,2022-11-07
later on; afterwards,後で,あとで,,後で,EXPRESSION,,,,{GENKI3_L06},,ff843c63-3c6d-4c1b-8598-8f31d721d17f,590,2022-11-07
"right away, immediately; soon, shortly",すぐ,すぐ,,直ぐ,ADVERB,,,1,{GENKI3_L06},,62145700-72d3-4363-85ce-d21aea2e5902,591,2022-11-07
slowly; leisurly; unhurriedly,ゆっくり,ゆっくり,,,ADVERB,,,5,{GENKI3_L06},,cb1ae163-3090-447c-bbdc-df7ba27becca,592,2022-11-07
splendid; lovely; fine; sufficient; enough,結構,けっこう,,結構,ADJECTIVE,NA_ADJECTIVE,,5,,,f1dea22d-de15-4858-af54-4709ee506ed6,593,2022-11-07
that would be fine; that wouldn't be necessary,結構です,けっこうです,,結構です,EXPRESSION,,,,{GENKI3_L06},,bb48ad15-f759-4f3a-a82e-086955c34c32,594,2022-11-07
"truth, fact; proper, right, correct; genuine, authentic",本当,ほんとう,,本当,NOUN,,,5,,,1db49d5c-aa27-425c-8137-e353588df09d,595,2022-11-07
really?,本当ですか,ほんとうですか,,本当ですか,EXPRESSION,,,,{GENKI3_L06},,8305b809-be6b-4db9-a865-6eab6bc3d31a,596,2022-11-07
Happy New Year (before),良いお年をお迎え下さい,よいおとしをおむかえください,,良いお年をお迎え下さい,EXPRESSION,,,,,{new_year},a76843ba-7c36-48c7-8228-c4fc87f7dc5a,597,2022-12-30
Happy New Year (after),明けましておめでとうございます,あけましておめでとうございます,,明けましておめでとうございます,EXPRESSION,,,,,{new_year},ee74ec67-b3e5-4897-80e1-a95662a97d2e,598,2022-12-30
first Shrine visit of the new year,初詣,はつもうで,,初詣,NOUN,,,,,"{new_year,shinto}",970a61f9-8199-4c8e-8ead-6be5ee79f686,599,2023-02-23
English Language,英語,えいご,,英語,NOUN,,,5,,,bc35c124-e247-49d1-8d23-85c0f1526d5a,600,2022-11-27
literature; the arts,文芸,ぶんげい,,文芸,NOUN,,,2,,,6cba1e11-925c-40b6-a59c-00f167b33c66,601,2022-11-27
astronomy,天文,てんもん,,天文,NOUN,,,,,,73326224-f7f3-4425-836f-7c2ef93d478a,602,2022-11-27
sunrise,日の出,ひので,,日の出,NOUN,,,2,,,7de46d0a-f2a6-4fd9-89e4-6bd1584b5fb2,603,2022-11-27
sunset,日の入り,ひのいり,,日の入り,NOUN,,,2,,,1c01cf2f-afe8-4a7b-ba44-eaac86612667,604,2022-11-27
boiling water,熱湯,ねっとう,,熱湯,NOUN,,,1,,"{food,water}",d54c3104-3c82-4445-b71f-14598f3d2e8b,605,2022-11-27
hot water (drinking; bath),お湯,おゆ,,お湯,NOUN,,,,,"{food,water}",49dc8c97-6977-4a59-a820-0b63ad204368,606,2022-11-27
boiled water (drinking),白湯,さゆ,,白湯,NOUN,,,,,"{food,water}",8a1fa21b-c491-4e34-b626-8977b967be42,607,2023-01-16
lukewarm water,ぬるま湯,ぬるまゆ,,ぬるま湯,NOUN,,,,,{water},771dbdc2-4197-41d2-a1b6-6d813435b325,608,2022-11-27
cold drinking water,お冷,おひや,,お冷,NOUN,,,,,"{food,water}",187fa4bf-ceaf-488f-bb5f-d9ca4b1ee8cd,609,2022-11-27
clean water,飲み水,のみみず,,飲み水,NOUN,,,,,{water},3fe12824-389b-42d2-9850-12226ff0fbf2,610,2022-11-27
soy sauce,醤油,しょうゆ,,醤油,NOUN,,,5,{GENKI3_L18},{food},089c39bb-7a84-4f28-af32-2b0a214e0e6c,611,2022-11-27
sweet soy sauce,砂糖醤油,さとうじょうゆ,,砂糖醤油,NOUN,,,,,{food},2e969dcf-cabb-4cee-b446-2990e2dc1f79,612,2022-11-27
rice cracker w/ sweet soy glaze,ぽたぽた焼,ぽたぽたやき,,ぽたぽた焼,NOUN,,,,,{food},507be1d7-9684-4c55-a7b0-c7747cfad3c2,613,2022-11-27
it is assuredly that...; can say with confidence that...,〜なんです,〜なんです,,,AUXILIARY,,,,,,c7af2e91-5b5c-478e-b95c-c4167249c7ff,614,2022-11-27
you (male lang; derogatory),お前,おまえ,,お前,NOUN,,,3,,,6a75dd67-15fc-4ae5-8742-5ab9f037aa1a,615,2022-11-27
"the following, next",翌〜,よく〜,,翌〜,PREFIX,,,,,,778ba9bb-ce07-4049-98ed-9fa73a5c4ae8,616,2022-12-24
the following day,翌日,よくじつ,,翌日,NOUN,,,,,,e0221c1c-46d8-41a2-84ad-cfae044d6c0a,617,2022-12-24
two days later; day after next,翌々日,よくよくじつ,,翌々日,NOUN,,,,,,2149878c-3d6e-4063-821d-7eba07487046,618,2022-12-24
"origin place (country, city)",出身,しゅっしん,,出身,NOUN,,,3,{GENKI3_L11},,7915563f-ead7-42da-b0cb-143692e31c74,619,2022-12-24
"people counter (e.g. seating, reservations), formal",〜名,〜めい,,〜名,COUNTER,,,,,,168c01b9-0da1-457d-9106-23c7522b704a,620,2022-12-24
...room,〜室,〜しつ,,〜室,SUFFIX,,,1,,,4819b7d2-e342-4f75-a37c-f310a8897f6c,621,2022-12-24
...shop,〜屋,〜や,,〜屋,SUFFIX,,,,{GENKI3_L20},,723f71ed-a490-4215-a2d2-383cb457a9d0,622,2022-12-24
"fast, quick",速い,はやい,,速い,ADJECTIVE,I_ADJECTIVE,,5,{GENKI3_L07},,08d3f50a-8030-47ad-97a7-afa79f92a71f,623,2022-12-24
"yeah, yes (informal)",うん,うん,,,INTERJECTION,,,,{GENKI3_L08},,24fca95f-34e4-4585-965e-3a6440e60594,624,2022-12-24
"um, er, well; no (informal)",ううん,ううん,,,INTERJECTION,,,,{GENKI3_L08},,ab2654c4-b1ce-42b2-9e8e-1885ff4b567e,625,2022-12-29
"eh?, what?, oh?",え,え,,,INTERJECTION,,,,,,72520738-32e4-463f-90fa-3fc467b6c1cf,626,2022-12-24
"to fall (of rain, snow, ash); to beam in (of sun or moon light)",降る,ふる,,降る,VERB,GODAN_VERB,,5,,{weather},f6710348-4b06-4aad-a443-d1e151651a37,627,2022-12-26
"to say; to name, to call",言う,いう,,言う,VERB,GODAN_VERB,,5,{GENKI3_L08},,ecb6ce90-dc84-4036-82e8-f38536f49638,628,2022-12-26
paper,紙,かみ,,紙,NOUN,,,5,{GENKI3_L17},,b5bf3815-355e-43ea-8a27-73d546ac818e,629,2022-12-26
cross mark; × (incorrect),罰点,ばってん,,罰点,NOUN,,,,,,d688e5d6-0cea-436b-b796-a2f7f2928b0f,630,2022-12-26
circle; ○ (correct mark),丸,まる,,丸,NOUN,,,3,,,7e5656f4-f427-44aa-a4c4-3ebb119b3900,631,2022-12-26
"plump, chubby; 〇〇 (placeholder)",丸々,まるまる,,丸々,NOUN,,,1,,,d864756e-dd31-48ab-8c50-b5c574c88f8f,632,2022-12-26
good-work award (💮),花丸,はなまる,,花丸,NOUN,,,,,,86f564c3-55ce-4b07-90ef-c08b55c4c73e,633,2022-12-26
family,家族,かぞく,,家族,NOUN,,,5,{GENKI3_L07},,12601bce-455c-489e-a29e-6fdfa29fe960,634,2022-12-26
grandfather; old man,おじいさん,おじいさん,,お祖父さん,NOUN,,,4,{GENKI3_L07},,74d31e11-bfdc-4f59-9132-691c156311b2,635,2022-12-26
grandmother; old woman,おばあさん,おばあさん,,お祖母さん,NOUN,,,5,{GENKI3_L07},,04217f8f-49cc-4214-a0a0-1ce19d526f2d,636,2022-12-26
(my) older brother,兄,あに,,兄,NOUN,,,5,{GENKI3_L07},,8ae6000c-4112-4a44-aeef-ca9ae03f005f,637,2022-12-26
(my) older sister,姉,あね,,姉,NOUN,,,5,{GENKI3_L07},,50dbab1e-ed8f-443f-8e8e-084012c326d7,638,2022-12-26
man,男の人,おとこのひと,,男の人,NOUN,,,3,{GENKI3_L07},,5b1f6b01-3ae2-4eb7-9234-4f79aa796c41,639,2022-12-26
woman,女の人,おんあのひと,,女の人,NOUN,,,2,{GENKI3_L07},,876dd9d0-72db-4bba-8c34-80f62cb358fa,640,2022-12-26
cafeteria; dining commons,食堂,しょくどう,,食堂,NOUN,,,5,{GENKI3_L07},,08fc35f2-25ad-4f21-8c9a-5e8b0ac46bcb,641,2022-12-26
department store,デパート,でぱあと,,,NOUN,,,5,{GENKI3_L07},,ede7bbcc-5506-4d37-bbf2-802b22422332,642,2022-12-26
hair (on the head),髪,かみ,,髪,NOUN,,,5,{GENKI3_L07},{body},fe9c2565-7cc3-4bbe-8c25-6a2302f83953,643,2022-12-26
glasses,メガネ,めがね,,眼鏡,NOUN,,,5,{GENKI3_L07},,9a7a411c-754d-4e0a-a0ba-0641b5dbec0e,644,2022-12-26
song,歌,うた,,歌,NOUN,,,5,{GENKI3_L07},{music},ea726385-922e-4bd4-a05e-85b7ca9d66b7,645,2022-12-26
club; group with common interests,サークル,さあくる,,,NOUN,,,2,{GENKI3_L07},,74bc8dc3-881d-4428-b957-086adf3e18a2,646,2022-12-26
car,車,くるま,,車,NOUN,,,5,{GENKI3_L07},{transportation},2e35a029-8475-408a-bf4a-f56b7bd14035,647,2022-12-26
automobile,自動車,じどうしゃ,,自動車,NOUN,,,5,,{transportation},deb28223-ab48-4a06-a709-fdb7202b3c2b,648,2022-12-26
marriage,結婚,けっこん,,結婚,NOUN,,,5,{GENKI3_L07},,fe3b37ac-f110-460c-800b-eee4a4f03654,649,2022-12-28
long,長い,ながい,,長い,ADJECTIVE,I_ADJECTIVE,,5,{GENKI3_L07},,cb27ecc4-69df-4a8f-8d7c-617a5feb4963,650,2022-12-26
short (length),短い,みじかい,,短い,ADJECTIVE,I_ADJECTIVE,,5,{GENKI3_L07},,511cc6ef-573e-4351-9e0b-ac5d1abaab97,651,2022-12-26
tall (stature),背が高い,せがたかい,,背が高い,ADJECTIVE,I_ADJECTIVE,,,{GENKI3_L07},,37c41873-49cd-4de1-9f7c-95c626427047,652,2022-12-26
short (stature),背が低い,せがひくい,,背が低い,ADJECTIVE,I_ADJECTIVE,,,{GENKI3_L07},,b921252b-8f5f-424b-8efa-e87d9728e04c,653,2022-12-26
head,頭,あたま,,頭,NOUN,,,,,,64aafc63-0368-4042-ba5b-17bdc79dc01a,654,2023-01-28
"bright, smart, clever",頭がいい,あたまがいい,,頭がいい,ADJECTIVE,YOI_ADJECTIVE,,,{GENKI3_L07},,d77dfdc7-5046-4e92-85de-c42eb6e54473,655,2022-12-26
"kind, gentle, friendly, nice",親切,しんせつ,,親切,ADJECTIVE,NA_ADJECTIVE,,4,{GENKI3_L07},,b2a15708-d53d-4a6c-86b0-471bd76d6779,656,2022-12-26
convenient,便利,べんり,,便利,ADJECTIVE,NA_ADJECTIVE,,5,{GENKI3_L07},,1cdf6da4-2dab-494f-af52-eb0dd3cd624f,657,2022-12-26
to sing,歌う,うたう,,歌う,VERB,GODAN_VERB,,5,{GENKI3_L07},,5420fa69-15ad-4fcc-8064-9fbbe42fdda0,658,2022-12-28
to put on (one's head),かぶる,かぶる,,被る,VERB,GODAN_VERB,,3,{GENKI3_L07},,222790be-3f11-476e-80b0-3381f588a560,659,2022-12-28
to put on (items below waist),履く,はく,,履く,VERB,GODAN_VERB,,3,{GENKI3_L07},,a7925f9c-1028-42b1-891f-b2b04a34758a,660,2022-12-28
i know,知っています,しっています,,知っています,EXPRESSION,,,,{GENKI3_L07},,a2957ec5-7725-4d5d-803b-9ad297aef01b,661,2022-12-28
I do not know,知りません,しりません,,知りません,EXPRESSION,,,,{GENKI3_L07},,0ebb5aeb-3c54-443d-896e-88705810cd12,662,2022-12-28
to live in/at,〜に住んでいます,〜にすんでいます,,〜に住んでいます,SUFFIX,,,,{GENKI3_L07},,28009363-b4e5-41da-bbb2-7ab5ebeb0bf6,663,2022-12-28
to work,働く,はたらく,,働く,VERB,GODAN_VERB,,5,{GENKI3_L07},,0f66ccc8-823e-4fe9-afb3-109c8aa212e1,664,2022-12-28
to gain weight,太る,ふとる,,太る,VERB,GODAN_VERB,,5,{GENKI3_L07},,0ef4603a-e224-4fd9-9993-7f1430bf1b27,665,2022-12-28
overweight,太っています,ふとっています,,太っています,EXPRESSION,,,,{GENKI3_L07},,1965b2ae-4c4e-4cce-8f27-e323e4f2d5fe,666,2022-12-28
to lose weight,痩せる,やせる,,痩せる,VERB,ICHIDAN_VERB,,4,{GENKI3_L07},,44794c0c-bc96-4815-b8d1-2bcf7ccb4106,667,2022-12-28
thin,痩せています,やせています,,痩せています,EXPRESSION,,,,{GENKI3_L07},,2912e4e8-bfc0-4028-aa24-90d1fe929e2b,668,2022-12-28
...but,〜が,〜が,,,CONJUNCTION,,,,{GENKI3_L07},,08cb3130-9ccd-48cc-ae70-d4cf06813d70,669,2023-01-16
not ... anything (with negative),何も,なにも,,何も,EXPRESSION,,,3,{GENKI3_L07},,471243c4-6f8b-4475-931f-7e5920c2c681,670,2023-01-16
not particularly; nothing in particular,別に,べつに,,別に,ADVERB,,,3,{GENKI3_L07},,fe322488-4642-45ac-acfa-cbe0563d3f08,671,2023-01-16
if you like,よかったら,よかったら,,良かったら,EXPRESSION,,,,{GENKI3_L07},,41e2eb76-ea86-488c-97fd-9d8fef5b82ad,672,2023-01-16
japanese cherry birch,梓,あずさ,,梓,NOUN,,,,,,42154f3f-434e-4655-8aac-184d8144e666,673,2023-01-19
as expected; sure enough; after all,やっぱり,やっぱり,,矢っ張り,ADVERB,,,2,{GENKI3_L17},,edfe69b6-7431-4fc2-8a9f-9c44e0debd05,674,2023-01-19
bullet train,新幹線,しんかんせん,,新幹線,NOUN,,,2,{GENKI3_L10},{transportation},a236594c-f447-4dc4-9aa4-782b76c2e325,675,2023-01-24
"clump, cluster, lump",塊,かたまり,,塊,NOUN,,,2,,,eac4900c-87dd-47d2-b598-42fff868832f,676,2023-01-24
"soul, spirit",魂,たましい,,魂,NOUN,,,,,,3b615b81-5f7d-4672-8756-51bdfddc95a5,677,2023-01-24
chrysanthemum,菊,きく,,菊,NOUN,,,,,,d0623e4f-7754-47c6-aa7b-af71cf2dedc4,678,2023-01-28
chrysanthemum flower,菊花,きっか,,菊花,NOUN,,,,,,d37d3ead-b4d2-4e17-ab5c-37aac9a0d99b,679,2023-01-28
to be able to speak,話せる,はなせる,,話せる,VERB,ICHIDAN_VERB,,,,,6f2e00e5-3045-47e7-807d-cb5165c208a7,680,2023-01-29
I can't speak much Japanese,日本語があまり話せません,にほんごがあまりはなせません,,日本語があまり話せません,EXPRESSION,,,,,,42e0676e-88bd-4999-bb56-b70fea5314c6,681,2023-01-29
I only know a little Japanese,日本語少しだけ分かります,にほんご すこしだけわかります,,日本語少しだけ分かります,EXPRESSION,,,,,,65c8ad73-6262-4d56-b95c-d2a516177874,682,2023-01-29
"Sorry, I don't understand",すみません、分かりません,すみません、わかりません,,すみません、分かりません,EXPRESSION,,,,,,5003d035-5662-4821-aed7-3aae20437f1a,683,2023-01-29
My Japanese is not good yet,日本語はまだまだです,にほんごは まだまだです,,日本語はまだまだです,EXPRESSION,,,,,,b61642cd-1a9e-4f72-90e9-39dab05f588d,684,2023-01-29
Shinto,神道,しんとう,,神道,NOUN,,,,,{shinto},e9a4ba1c-17c6-4b99-8343-d0b1364186a4,685,2023-02-07
charm; amulet,お守り,おまもり,,お守り,NOUN,,,,,{shinto},c0cd10f5-b523-41fe-8bf0-73e46c2d1a69,686,2023-02-07
household amulet,お札,おふだ,,お神札,NOUN,,,,,{shinto},ac678aee-6ca8-408e-ad9e-298d6317b3ab,687,2023-02-07
kami amulet,神札,しんさつ,,神札,NOUN,,,,,{shinto},44ee0b58-4002-4765-825d-d4a1c87be36a,688,2023-02-14
ofuda of Goddes of the Sun,神宮大麻,じんぐうたいま,,神宮大麻,NOUN,,,,,{shinto},de330115-bfcc-5e58-9784-3db94b52aecb,689,2023-02-23
household shrine,神棚,かみだな,,神棚,NOUN,,,,,{shinto},f497e598-0605-420a-b613-a1d6291344a5,690,2023-02-07
shinto bell,鈴,すず,,鈴,NOUN,,,2,,{shinto},477cd7ce-0231-423e-8339-3c3bfdbbf23b,691,2023-02-07
Tsubaki Grand Shrine,椿大神社,つばきおおかみやしろ,,椿大神社,NOUN,,,,,{shinto},c874b9d4-72c6-4177-ac37-9c7474022afe,692,2023-02-13
Goddess of the Sun,天照大神,あまてらすおおみかみ,,天照大御神,NOUN,,,,,{shinto},454b8cc5-3c87-40ff-b026-effc0042555b,693,2023-02-13
Leader of Earthly Kami,猿田彦大神,さるたひこおおかみ,,猿田毘古大神,NOUN,,,,,{shinto},6fe16c3d-4c06-4281-9129-377ec4d05e48,694,2023-02-13
Goddess of Dawn,天鈿女命,あめのうずめのみこと,,天宇受売命,NOUN,,,,,{shinto},73d6d9ef-8e00-4762-9049-e75b23e7c6f3,695,2023-02-13
weather forecast,天気予報,てんきよほう,,天気予報,NOUN,,,4,{GENKI3_L08},,dce83318-5555-4ea3-b358-04c1081206f9,696,2023-01-28
temperature (weather),気温,きおん,,気温,NOUN,,,3,{GENKI3_L08},,5da770a7-203d-433f-ad98-977cf6ed691e,697,2023-01-28
day after tomorrow,明後日,あさって,,明後日,NOUN,,,5,{GENKI3_L08},,ba1341eb-aaf5-4174-b971-67eb85a9150d,698,2023-01-28
every week,毎週,まいしゅう,,毎週,NOUN,,,5,{GENKI3_L08},,cb740381-d3bf-4965-b1f7-b669c6e2c640,699,2023-01-28
this month,今月,こんげつ,,今月,NOUN,,,5,{GENKI3_L08},{time},0d0e341b-086a-46bc-aae1-430f620e3529,700,2023-01-28
next month,来月,らいげつ,,来月,NOUN,,,5,{GENKI3_L08},{time},282d2013-738f-4203-8978-a94672f013fd,701,2023-01-28
job; work; occupation,仕事,しごと,,仕事,NOUN,,,5,{GENKI3_L08},,37e210d1-608e-48ca-9224-3aa3bd222557,702,2023-01-28
camera,カメラ,かめら,,,NOUN,,,5,{GENKI3_L08},,6c8b18b7-9f25-42ff-9688-355ca9cf148f,703,2023-01-28
karaoke,カラオケ,からおけ,,,NOUN,,,,{GENKI3_L08},,a8444c30-e2ab-4cd6-8060-30a8b40b9c16,704,2023-01-28
place,所,どころ,,所,NOUN,,,5,{GENKI3_L08},,2933c37f-6c77-4586-a17e-f0d0960b1082,705,2023-01-28
tomato,トマト,とまと,,,NOUN,,,5,{GENKI3_L08},,95b69cbf-4c84-48cc-b954-2e46541f390a,706,2023-01-28
barbecue,バーベキュー,ばあべきゅう,,,NOUN,,,,{GENKI3_L08},,d801eaaf-ad48-4869-98cf-036ff6586b09,707,2023-01-28
homestay; living with local family,ホームステイ,ほおむすてい,,,NOUN,,,,{GENKI3_L08},,eb11e32d-299a-414d-907e-bc427df1485f,708,2023-01-28
Spain,スペイン,すぺいん,,西班牙,NOUN,,,,{GENKI3_L08},,8b86041d-869a-45d2-9b57-b9932b33ab51,709,2023-01-28
something,何か,なにか,,何か,NOUN,,,3,{GENKI3_L08},,e22a35df-233d-4fac-95b4-bc365e227126,710,2023-01-28
famous,有名,ゆうめい,,有名,ADJECTIVE,NA_ADJECTIVE,,5,{GENKI3_L08},,4ed1fe25-c2cc-4b91-b353-44e4e2cad761,711,2023-02-05
to wash,洗う,あらう,,洗う,VERB,GODAN_VERB,,5,{GENKI3_L08},,dbe2efeb-e5d8-4c1b-a882-d283af00d09c,712,2023-02-13
to need,いる,いる,,要る,VERB,GODAN_VERB,,5,{GENKI3_L08},,e79d58a2-5b9f-44c7-9be4-770d5a542b21,713,2023-02-13
late; slowly,遅く,おそく,,遅く,ADVERB,,,,,,57b262a8-7dd2-424a-95ab-d477a9255d36,714,2023-02-13
to result in; to become,なる,なる,,成る,VERB,GODAN_VERB,,5,{GENKI3_L10},,59e112f2-caab-4eba-b510-0a299237932b,715,2023-02-13
to be late,遅くなる,おそくなる,,遅くなる,VERB,GODAN_VERB,,,{GENKI3_L08},,863a0940-64c2-4e74-be89-4920f2caa450,716,2023-02-13
to take a bath,お風呂に入る,おふろにはいる,,お風呂に入る,VERB,GODAN_VERB,,,{GENKI3_L08},,a4d7a4f5-85a8-470d-bf13-0ab13f937452,717,2023-02-13
"to think, to consider",思う,おもう,,思う,VERB,GODAN_VERB,,4,{GENKI3_L08},,6f706c69-bf41-4ce3-a125-2c661c83e3f9,718,2023-02-13
to cut,切る,きる,,切る,VERB,GODAN_VERB,,5,{GENKI3_L08},,5465dcfd-3caa-4347-9ced-ba2accdc25ff,719,2023-02-13
to make,作る,つくる,,作る,VERB,GODAN_VERB,,5,{GENKI3_L08},,99118f6a-e499-4089-a0af-8733667b391d,720,2023-02-13
to take (a thing),持っていく,もっていく,,持って行く,VERB,IKU_VERB,,,{GENKI3_L08},,7e4fb04c-2eb7-49b2-b968-fac6277b7a24,721,2023-02-13
to throw away,捨てる,すてる,,捨てる,VERB,ICHIDAN_VERB,,4,{GENKI3_L08},,d4260f97-87d1-4fb5-919b-78c83b7e018e,722,2023-02-13
to start (something); to begin (something),始める,はじめる,,始める,VERB,ICHIDAN_VERB,,4,{GENKI3_L08},,b7fcec73-d745-43b3-a936-af1fa2f92b87,723,2023-02-13
to operate machine; to drive,運転する,うんてんする,,運転する,VERB,SURU_VERB,,3,{GENKI3_L08},,8632038c-1185-43be-ba47-9c89cbf22491,724,2023-02-13
to do laundry,洗濯する,せんたくする,,洗濯する,VERB,SURU_VERB,,5,{GENKI3_L08},,98fd7ee4-f94c-44d8-8bc4-c8ce98cdc295,725,2023-02-13
to clean,掃除する,そうじする,,掃除する,VERB,SURU_VERB,,5,{GENKI3_L08},,ad65a5b9-f5c8-4031-b1ae-79b73ffbc605,726,2023-02-13
to cook,料理する,りょうりする,,料理する,VERB,SURU_VERB,,5,{GENKI3_L08},,83670490-efbb-4edf-b831-bf8b63eade84,727,2023-02-13
always; all the time,いつも,いつも,,,ADVERB,,,5,{GENKI3_L08},,1c110c93-26bf-48b3-810e-c87f3139a5d8,728,2023-02-19
everyone together,みんなで,みんなで,,,EXPRESSION,,,,{GENKI3_L08},,b27a1f3a-eca5-420c-89fa-5e00469a4bcb,729,2023-02-19
regrettable; unfortunate; disappointing,残念,ざんねん,,残念,ADJECTIVE,NA_ADJECTIVE,,4,,,5c792e43-8635-48d7-a0a4-3b5af1c3bf96,730,2023-02-19
that's too bad,残念ですね,ざんねんですね,,残念ですね,EXPRESSION,,,,{GENKI3_L08},,6aa50375-3e4d-46ce-9a88-09501febd9b8,731,2023-02-19
not ... yet (+ negative),まだ,まだ,,,ADVERB,,,5,{GENKI3_L08},,dbedc438-5674-47f4-a171-ef277fae0184,732,2023-02-19
...degrees (temperature),度,ど,,度,SUFFIX,,,,{GENKI3_L08},,ea6d72df-50ce-4316-807c-5858cc6dc65a,733,2023-02-19
how,どう,どう,,,ADVERB,,,5,{GENKI3_L08},,447a857a-0361-4b99-9432-0373a77ca6bb,734,2023-02-19
please don't...,〜ないでください,〜ないでください,,〜ないで下さい,EXPRESSION,,,,{GENKI3_L08},,ada80dca-0de5-44a9-b8ac-b53ff19bbc7b,735,2024-02-26
perfect day (weather),日和,びより,,日和,NOUN,,,,,,f40b78a6-8934-455e-9e9c-307709705c6e,736,2023-02-22
wait a minute,ちょっと待って,ちょっとまって,,ちょっと待って,EXPRESSION,,,,,,334d18b8-d7f1-4df5-aac7-69a34f0ae165,737,2023-02-22
nothing; of no concern,なんでもない,なんでもない,,何でもない,EXPRESSION,,,,,,3a33ac74-90b7-49db-b9a0-24edda83b4ab,738,2023-02-22
please god,神様お願い,かみさまおねがい,,神様お願い,EXPRESSION,,,,,,447e4156-378f-4aa0-a295-dc355244c069,739,2023-02-22
memorization,暗記,あんき,,暗記,NOUN,,,3,,,2e158218-7876-4dbb-9bb0-29a1ce3e72b7,740,2023-02-22
What is this in Japanese?,これは日本語で何ですか,これ は にほんごで なんですか,,これは日本語が何ですか,EXPRESSION,,,,,,769fe95d-2271-4548-b9c8-11eb43fb36a6,741,2023-02-25
What is __ in Japanese?,日本語で〇〇は何ですか,にほんごで 〇〇は なんですか,,日本語で〇〇は何ですか,EXPRESSION,,,,,,1686392c-b1ca-47e5-9e95-58eda23bcd32,742,2023-02-25
"Cleans please, purify please",祓え給え、清め給え,はらいたまえ、きよめたまえ,,祓え給え、清め給え,EXPRESSION,,,,,{shinto},bb7a3612-2498-40bd-a340-a4106d2010b8,743,2023-02-25
one thing,一つ,ひとつ,,一つ,NOUN,,,5,"{TOFUGU_JAPANESE_COUNTER_TSU,GENKI3_L09}",{counters},43c22ea9-1121-42cc-99ba-ebcf12b72ba6,744,2023-02-26
two things,二つ,ふたつ,,二つ,NOUN,,,5,"{TOFUGU_JAPANESE_COUNTER_TSU,GENKI3_L09}",{counters},b645172b-fdca-489b-9928-61d7446c43db,745,2023-02-26
three things,三つ,みっつ,,三つ,NOUN,,,5,"{TOFUGU_JAPANESE_COUNTER_TSU,GENKI3_L09}",{counters},8af964ab-e81b-4e1b-a32a-967ed918ddb1,746,2023-02-26
four things,四つ,よっつ,,四つ,NOUN,,,5,"{TOFUGU_JAPANESE_COUNTER_TSU,GENKI3_L09}",{counters},00991bf7-bbb0-43e9-98e5-125d8918259a,747,2023-02-26
five things,五つ,いつつ,,五つ,NOUN,,,5,"{TOFUGU_JAPANESE_COUNTER_TSU,GENKI3_L09}",{counters},0235c6c0-0996-4b03-a1f3-a3991988022e,748,2023-02-26
six things,六つ,むっつ,,六つ,NOUN,,,5,"{TOFUGU_JAPANESE_COUNTER_TSU,GENKI3_L09}",{counters},4e042e83-f9cd-4335-9ae0-b07c51b8321f,749,2023-02-26
seven things,七つ,ななつ,,七つ,NOUN,,,5,"{TOFUGU_JAPANESE_COUNTER_TSU,GENKI3_L09}",{counters},4e59bab6-066c-46bf-aaeb-90ebd8455782,750,2023-02-26
eight things,八つ,やっつ,,八つ,NOUN,,,5,"{TOFUGU_JAPANESE_COUNTER_TSU,GENKI3_L09}",{counters},1dc02b31-a89a-4c9a-9c01-17a9d140f891,751,2023-02-26
nine things,九つ,ここのつ,,九つ,NOUN,,,5,"{TOFUGU_JAPANESE_COUNTER_TSU,GENKI3_L09}",{counters},d353afa8-8c6f-4013-bccf-3697531eaf70,752,2023-02-26
ten things,十,とお,,十,NOUN,,,5,"{TOFUGU_JAPANESE_COUNTER_TSU,GENKI3_L09}",{counters},11db4175-cb54-439d-bd1b-662e0ce457b2,753,2023-02-26
how many things,いくつ,いくつ,,幾つ,NOUN,,,5,{TOFUGU_JAPANESE_COUNTER_TSU},{counters},a7b38c4c-749a-4be1-9593-df7f7a72aa97,754,2023-02-26
parents,両親,りょうしん,,両親,NOUN,,,5,"{DUO_02_07,DUO_U09,GENKI3_L14}",,65cd8f5d-1350-46d8-a88d-81a2510156c8,755,2023-02-28
"bookshop, bookstore",書店,しょてん,,書店,NOUN,,,2,,,0256935e-df7b-4a95-9e74-9f0351db2254,756,2023-03-02
Bookstore of Kii Province,紀伊國屋,きのくにや,,紀伊國屋,NOUN,,,,,,b191dc0f-34b0-451f-a353-330e270e77b9,757,2023-03-02
festival,祭り,まつり,,祭り,NOUN,,,3,,{shinto},b3d07806-eb7b-49ca-abff-69a9b9e20ef8,758,2023-03-03
food offering to the Kami,神饌,しんせん,,神饌,NOUN,,,,,{shinto},9f0023c3-69a4-4d47-b82e-a380f3cd4beb,759,2023-03-06
